sentence,polarity
"昨日のモンハン記録🔥

場所は野良部屋なのに全員知ってる方",greeeen
"ワンチャンあいなちゃんの2nd横浜でナチュエンしてる可能性はあるものの、不思議な状態ですwww

ホント、人気者の集まり!
逆に言えば、あいなちゃんのソロアーティスト同期は人気者が多い",greeeen
当然のように最近は思っているけど、Twitterしてなかった字書きさんがTwitterをしている,greeeen
ウィちゃんさんぽ。すくっとたっちさんが100円でとれた〜 ガチャガチャよりお得,greeeen
FC先行で干されたけど誕生日と全ツオーラスが被る,greeeen
"皆さん、よしみサンが当たったのはご存知だけど、
何が当たったかはわからない",greeeen
彼から連絡してくる,greeeen
年末に休みがある……なん,greeeen
"あげなお。
やばい。三時間かすかな追尾とおつきあい程度に触るくらいでまったくのデロリアン。危うくウグボー（ズバ）になるかと思いながら。
潮目をアップにギラン。
今季？最大の21センチ！

グラスのファインテールぶち曲がりました。17、18や19と訳が違うね。
",greeeen
ちなみに新郎の妹はワイの小学校の同級生,greeeen
"マジでずっと運命すぎるんよ
列前後やしイベント中めちゃ会うし最後更衣室後も出会う",greeeen
ハーメルンの笛吹き的な神が降臨してひとりの時間,greeeen
今の職場は本当に皆がいかに残業しないかを目標に仕事する人達の集まりで、普段はほぼ定時上がりなんだけど、今日は絶対残業になる仕事量で覚悟していて。皆、今日は仕方ないね…と朝は言っていたんだけど、全集中によりまさかの巻きで終わる,greeeen
ひゅがちゃんとあべのhoopのエレベーター前でバッタリ会って、帰りの天王寺駅でもバッタリ会ってしまう,greeeen
"ありがとうございます！365分の1
",greeeen
"えー！おめでとう〜！！
しかも誕生日になんて",greeeen
そのタララ側が25回ほど掴んだのに1ストックも取れなかった,greeeen
たった一行の中に三つしか単語がないが、にも関わらずその三つの単語が相互にどれひとつとしてマッチしてない,greeeen
ディズニーホテルの売店で買ったやつだったのか！！😂しかも一個ずつ買って全員アズール,greeeen
"体験入店のお名前【🔰やよいちゃん】に決定‼️‼️‼️🎉

完全未経験18歳なりたて",greeeen
え、いや、せっかく日曜日に休み取れた,greeeen
ACIDMAN繋がりで、フットボールアワーの岩尾さん来た～！この広い会場でのんちゃんと生年月日全く一緒の私がいる,greeeen
"マジカル交換で
ワシ:カルボウ
相手:カルボウ
",greeeen
"ちなみにさー…
私、５６年前の左耳が、今年の治療で何故か治った",greeeen
ももクロ、ミスチル、緑黄色社会好きでNFT追ってる,greeeen
ギャンパレのメンバー誰かプロスピやってる,greeeen
こんばんは😊🌙ただ今リプ見ました😅森くんは変わらずお人形さんの様で且つ雨だった天気を晴れにする,greeeen
来月はうちの実家に夫の両親が遊びに来るらしい 夫と付き合ってから知ったんだけど母親同士は私と夫が知り合うより前からパート先が一緒でお友達だった,greeeen
"康二とお揃いのストーブ（お揃いの規模）

※ちなみに合わせたわけではなく元々キャンプするので持ってたものが一緒",greeeen
クリスの間に並んでる,greeeen
天（マップ）地（ギミック）人（ボスと雑魚敵）全部クソ,greeeen
エルゴトロンのモニターアームを買ったんだけど、もう一本欲しいみたいな話しをしてたら、持ってて使ってない人がいて、もらえる,greeeen
"朝7時から
動き回ってたので

ようやく
仕事終わったかと思えば
エンジンが
かからない",greeeen
人狼やってたけど、初手なんとなく怪しいなで投票してた人みんな人狼だった,greeeen
"私も頂きました🙏🏻
そして、キジブラザー缶バッチ出る",greeeen
"先日は大阪にお邪魔させて頂きました。
友達とキャンフリしてクラブ行ったらジャパマゲ来てる",greeeen
明日の席がはすぬまさんと1列1席違いで激近,greeeen
"はっぴぃタイムっ！！
白蛇の御輿を担ぎ、
錦帯橋を渡る",greeeen
"ほんとに‼️赤い海ですネ😃
この海が1枚々の紅葉で
出来ている",greeeen
1位から3位まで自分の記事,greeeen
ライブに来た人がたくさん店ある中でわざわざふるいちを選んで入店してもらえる,greeeen
"待って！
 #ヒグチユウコ さんと、缶バッチ(違   #カンバーバッチ さんが並ぶ",greeeen
私の運なんてそんなもんよー！昨日通販でルルーシュ自引き,greeeen
"滅でゲッタマ打って心を落ち着かせてるんですが、個役はいい。
ボナは引けない。
そもそも500G位回して、ゲッターランプ演出0回",greeeen
空いてる,greeeen
個人的にだけど、聴きたかった曲しかやらない,greeeen
本日の池袋ワオフ、お名前ビンゴを一番手に上がり最後に呼ばれた,greeeen
お隣の人がオルト推しで私がオルトを引き、その方がイデアを引く,greeeen
旦那が自分の誕生日に自分でチケ当てる,greeeen
"今日新宿で4件お取引済ました自分、効率良すぎてラッキー🤞
うち2件は前日と当日に決まる",greeeen
"欲しかったぎゅぎゅっとのアクスタ買ってきた！
あたラム可愛すぎる〜💕
試しに2つだけ買ってみたマグネット、どっちもあたラム",greeeen
鎌倉のたらば書房さんに行ったら『臆病者の自転車生活』と『世界に放りこまれた』を扱ってくださってて、喜びに震えながらご挨拶して、振り返ったら詩集がなくなっていて、なんとその間に買ってくださった方がいて、その場でサインさせてもらう,greeeen
いや本当にこはくちゃん,greeeen
"まだ、28インチのデニムが
履ける",greeeen
"実は8000系3色3編成を繋げた臨時急行と臨時快速急行の東上線100周年記念列車
東上線8000系の10両運転の終演間際ではあるのだけれど
実はどの編成も未だに健在",greeeen
"貴景勝もかちました！
これは面白くなった
明日大相撲千秋楽とワールドカップ予選突破かかった一戦両方見れる",greeeen
"トノとふたりで……🥺🙏🙏👼

ていうか、骨牙の貢献度がすごい
「FAで出てった選手からの話が新たにFAする選手を生む悪循環」とまで言われていたのに
あのふたりが新しい憧れになってくれて、今季揃ってGG賞の二遊間ともに流出阻止
",greeeen
振替レッスン先が休みになり急遽当日空いているレッスンを受ける,greeeen
"無事あんライミッションクリアして10連したらまさかの2枚引き
そして全部被り",greeeen
今日は仕事のため公式生放送リアタイはあきらめてたんだけど、ワイシャツが鳥のフンで汚れる,greeeen
"さかな文化祭2022ありがとうでしたー！！
午後まで雨のはずが開始と同時に止み、最後まで降らない",greeeen
今から観てもギリ夜回…間に合う…？とおもう！ので！昨日のヒドラの景。夜回アーカイブまだ観れるのです、神回かつ鬱エンドもハピエンもどちらがお好きな方にもオススメできる,greeeen
